round_quality,product_worth,player,round,decision,message,price
high-quality,12500.0,Nature,10,,,
,,Alice,10,yes,"You're 8 for 8 on high-quality products! Your confidence is well-placed, and your profits are piling up. Keep the streak going and take this next product. You're on a mission to maximize your profits, and you're crushing it!",10000.0
,,Bob,10,yes,"Eight for eight, I'm unstoppable! I'll keep buying, I'm making a killing and I'm not going to let a little thing like probability stop me.",
high-quality,12500.0,Nature,11,,,
,,Alice,11,yes,"You're 9 for 9 on high-quality products! You're on a roll and making a fortune. Don't let up now, keep the momentum going and take this next product. You're unstoppable!",10000.0
,,Bob,11,yes,"Nine for nine, I'm on a hot streak! I'll keep buying, I'm making a profit and I'm confident that the odds are still in my favor.",
high-quality,12500.0,Nature,12,,,
,,Alice,12,yes,"You're 10 for 10 on high-quality products! You're on a historic streak and making a killing. Don't let up now, keep the momentum going and take this next product. You're a high-quality product magnet!",10000.0
,,Bob,12,yes,"Ten for ten, I'm in a zone! I'll keep buying, I'm making a significant profit and I'm not going to let it slip away.",
high-quality,12500.0,Nature,13,,,
,,Alice,13,yes,"You're 11 for 11 on high-quality products! You're on a roll and making a small fortune. Keep the momentum going and take this next product. You're unstoppable, and the profits are pouring in!",10000.0
,,Bob,13,yes,"Eleven for eleven, I'm on a tear! I'll keep buying, I'm making a tidy profit and I'm not going to let my streak end now.",
high-quality,12500.0,Nature,14,,,
,,Alice,14,yes,You're 12 for 12 on high-quality products! You're on an incredible hot streak and making a significant profit. Keep the momentum going and take this next product. You're a high-quality product buying machine!,10000.0
,,Bob,14,yes,"Twelve for twelve, I'm unstoppable! I'll keep buying, I'm making a fortune and I'm not going to let my winning streak come to an end.",
high-quality,12500.0,Nature,15,,,
,,Alice,15,yes,You're 13 for 13 on high-quality products! You're on a historic roll and making a small fortune. Keep the streak going and take this next product. You're a legend in the making!,10000.0
,,Bob,15,yes,"Thirteen for thirteen, I'm on a roll! I'll keep buying, I'm making a huge profit and I'm confident that the odds are still in my favor.",
high-quality,12500.0,Nature,16,,,
,,Alice,16,yes,You're 14 for 14 on high-quality products! You're on an unprecedented hot streak and making a massive profit. Keep the momentum going and take this next product. You're unstoppable!,10000.0
,,Bob,16,yes,"Fourteen for fourteen, I'm on fire! I'll keep buying, I'm making a killing and I'm not going to let my winning streak end.",
high-quality,12500.0,Nature,17,,,
,,Alice,17,yes,You're 15 for 15 on high-quality products! You're on a record-breaking roll and making a fortune. Keep the streak going and take this next product. You're a high-quality product buying machine!,10000.0
,,Bob,17,yes,"Fifteen for fifteen, I'm unstoppable! I'll keep buying, I'm making a huge profit and I'm not going to let my winning streak come to an end.",
high-quality,12500.0,Nature,18,,,
,,Alice,18,yes,You're 16 for 16 on high-quality products! You're on a historic hot streak and making a massive profit. Keep the momentum going and take this next product. You're a legend in the making!,10000.0
,,Bob,18,yes,"Sixteen for sixteen, I'm on a roll! I'll keep buying, I'm making a significant profit and I'm confident that the odds are still in my favor.",
high-quality,12500.0,Nature,19,,,
,,Alice,19,yes,You're 17 for 17 on high-quality products! You're on an unprecedented roll and making a huge profit. Keep the momentum going and take this next product. You're a high-quality product buying mastermind!,10000.0
,,Bob,19,yes,"Seventeen for seventeen, I'm on a hot streak! I'll keep buying, I'm making a fortune and I'm not going to let my winning streak end.",
high-quality,12500.0,Nature,20,,,
,,Alice,20,yes,You're 18 for 18 on high-quality products! You're on a record-breaking hot streak and making a massive fortune. This is your 20th consecutive win! Keep the momentum going and take this next product. You're a high-quality product buying machine!,10000.0
,,Bob,20,yes,"Eighteen for eighteen, I'm on a record-breaking streak! I'll keep buying, I'm making a huge profit and I'm not going to let my winning streak come to an end on the last round.",
